order_id,order_date,dispatch_date,delivery_date,seller_id,product_category,price,quantity,warehouse_zone,customer_rating,review_text,sentiment_score,return_flag,complaint_code,delivery_method,customer_region,delivery_delay,suspicious_review
O00176,2025-06-25,2025-06-26,2025-06-26,s021,fashion,383.6,3.0,accra,2.0,Arrived late and the item looks used.,-0.3,0,no complaint,express,ashanti,0,1
O00177,2025-06-10,2025-06-13,2025-06-20,s017,toys,195.62,1.0,lagos,4.0,Very disappointed. Not what was shown online.,-0.975,0,no complaint,express,south west,7,1
O00178,2025-06-19,2025-06-22,2025-06-23,s008,toys,274.53,1.0,lagos,1.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,0,no complaint,express,volta,1,1
O00179,2025-06-22,2025-06-24,2025-06-28,s050,fashion,287.1,2.0,kumasi,5.0,Terrible experience. Product was broken.,-0.7,0,no complaint,pickup,ashanti,4,1
O00180,2025-05-26,2025-05-27,2025-06-05,s035,fashion,479.95,4.0,lagos,4.0,Very disappointed. Not what was shown online.,-0.975,0,no complaint,pickup,north central,9,1
O00181,2025-06-19,2025-06-19,2025-06-26,s014,health,257.89,1.0,accra,5.0,Low quality. Would not recommend at all.,0.0,0,no complaint,express,north central,7,1
O00182,2025-06-03,2025-06-06,2025-06-10,s007,groceries,466.74,4.0,kumasi,5.0,"Met my expectations, nothing more.",0.5,0,no complaint,pickup,south west,4,1
O00183,2025-04-18,2025-04-18,2025-04-27,s033,toy,356.55,2.0,accra,1.0,Very disappointed. Not what was shown online.,-0.975,1,broken item,express,volta,9,1
O00184,2025-04-13,2025-04-15,2025-04-21,s038,living & home,61.08,1.0,kumasi,2.0,Excellent quality and affordable price. Highly recommend.,0.58,0,no complaint,standard,greater accra,6,1
O00185,2025-06-24,2025-06-24,2025-06-24,s036,fashon,91.11,4.0,accra,5.0,Packaging could be better but the item works fine.,0.458333333,0,no complaint,standard,south west,0,1
O00186,2025-04-08,2025-04-12,2025-04-20,s033,electronics,264.23,4.0,kumasi,4.0,Terrible experience. Product was broken.,-0.7,0,no complaint,standard,volta,8,1
O00187,2025-04-15,2025-04-19,2025-04-28,s035,health,110.73,1.0,kano,3.0,Low quality. Would not recommend at all.,0.0,0,no complaint,standard,south west,9,1
O00188,2025-06-17,2025-06-18,2025-06-23,s017,fashion,205.1,1.0,kumasi,3.0,"Met my expectations, nothing more.",0.5,0,no complaint,express,north central,5,1
O00189,2025-05-04,2025-05-06,2025-05-06,s024,home & living,180.01,2.0,kano,4.0,Packaging could be better but the item works fine.,0.458333333,0,no complaint,pickup,volta,0,1
O00190,2025-06-14,2025-06-16,2025-06-21,s002,groceries,26.09,3.0,kumasi,2.0,Superb service and product. Will buy again.,1.0,0,no complaint,express,ashanti,5,1
O00191,2025-06-21,2025-06-21,2025-06-21,s048,health,215.27,4.0,Unspecified,4.0,Very disappointed. Not what was shown online.,-0.975,0,no complaint,standard,volta,0,1
O00192,2025-04-23,2025-04-26,2025-04-27,s031,health,146.02,2.0,lagos,4.0,"Absolutely love this product, great value for money.",0.65,0,none,express,volta,1,1
O00193,2025-05-09,2025-05-09,2025-05-09,s016,toys,97.24,4.0,accra,4.0,Superb service and product. Will buy again.,1.0,0,no complaint,express,ashanti,0,1
O00194,2025-05-29,2025-06-02,2025-06-09,s044,electronics,431.71,3.0,lagos,4.0,Arrived late and the item looks used.,-0.3,0,no complaint,standard,south east,7,1
O00195,2025-06-02,2025-06-04,2025-06-11,s043,fashion,301.74,1.0,kano,5.0,"Met my expectations, nothing more.",0.5,0,no complaint,pickup,ashanti,7,1
O00196,2025-05-25,2025-05-25,2025-06-01,s041,fashion,110.52,1.0,lagos,4.0,No review,0.420833333,0,no complaint,express,volta,7,1
O00197,2025-04-19,2025-04-20,2025-04-21,s031,toys,154.08,3.0,accra,4.0,Excellent quality and affordable price. Highly recommend.,0.58,0,no complaint,standard,greater accra,1,1
O00198,2025-04-19,2025-04-21,2025-04-24,s012,fashion,245.73,2.0,accra,2.0,"Just received it, will see how it performs over time.",0.0,0,no complaint,standard,south east,3,1
O00199,2025-05-12,2025-05-13,2025-05-22,s001,health,473.6,4.0,kumasi,5.0,Packaging could be better but the item works fine.,0.458333333,0,no complaint,pickup,volta,9,1
O00200,2025-04-30,2025-05-03,2025-05-04,s020,toys,268.02,1.0,kumasi,5.0,"It's okay, not too bad but not amazing either.",-0.166666667,0,no complaint,standard,ashanti,1,1
O00201,2025-04-24,2025-04-26,2025-05-03,s029,electronics,209.91,1.0,kano,2.0,Packaging could be better but the item works fine.,0.458333333,0,no complaint,standard,north central,7,1
O00202,2025-06-11,2025-06-15,2025-06-17,s015,health,301.57,1.0,accra,5.0,"Delivery was average, product as expected.",-0.125,0,no complaint,pickup,volta,2,1
O00203,2025-05-14,2025-05-15,2025-05-17,s023,electronics,282.79,4.0,kumasi,3.0,Arrived late and the item looks used.,-0.3,0,no complaint,standard,south west,2,1
O00204,2025-05-11,2025-05-13,2025-05-16,s005,toys,363.91,4.0,kano,5.0,Fake product and horrible packaging.,-0.75,0,no complaint,pickup,north central,3,1
O00205,2025-06-10,2025-06-11,2025-06-17,s002,electronics,79.13,2.0,kumasi,4.0,Fake product and horrible packaging.,-0.75,0,no complaint,express,ashanti,6,1
O00206,2025-05-03,2025-05-05,2025-05-07,s043,groceries,370.59,1.0,kano,4.0,Item arrived in perfect condition and works well.,1.0,0,no complaint,pickup,ashanti,2,1
O00207,2025-05-27,2025-05-27,2025-05-31,s007,electronics,216.5,2.0,kumasi,3.0,"Met my expectations, nothing more.",0.5,0,no complaint,standard,south west,4,1
O00208,2025-05-25,2025-05-27,2025-06-02,s036,home & living,137.12,2.0,accra,1.0,Superb service and product. Will buy again.,1.0,0,no complaint,express,greater accra,6,1
O00209,2025-04-19,2025-04-19,2025-04-20,s014,electronics,179.14,4.0,accra,5.0,"It's okay, not too bad but not amazing either.",-0.166666667,0,no complaint,express,greater accra,1,1
O00210,2025-05-13,2025-05-16,2025-05-23,s019,toys,117.56,2.0,lagos,2.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,0,no complaint,standard,greater accra,7,1
O00211,2025-06-12,2025-06-12,2025-06-13,s045,fashion,492.83,3.0,kano,1.0,Low quality. Would not recommend at all.,0.0,0,no complaint,pickup,north central,1,1
O00212,2025-05-04,2025-05-04,2025-05-10,s016,health,275.4,1.0,kano,3.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,0,no complaint,standard,north central,6,1
O00213,2025-05-09,2025-05-12,2025-05-21,s037,health,326.08,2.0,kumas,4.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,0,no complaint,standard,south west,9,1
O00214,2025-05-14,2025-05-18,2025-05-23,s004,electronics,94.12,3.0,kano,5.0,"Just received it, will see how it performs over time.",0.0,0,no complaint,pickup,north central,5,1
O00215,2025-04-19,2025-04-19,2025-04-24,s038,toys,67.7,4.0,lagos,1.0,"Delivery was average, product as expected.",-0.125,0,no complaint,express,south west,5,1
O00216,2025-06-17,2025-06-21,2025-06-30,s013,fashion,253.76,4.0,kano,2.0,Fake product and horrible packaging.,-0.75,0,no complaint,pickup,north central,9,1
O00217,2025-04-28,2025-04-29,2025-05-07,s019,groceries,140.58,3.0,kano,4.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,0,no complaint,pickup,north central,8,1
O00218,2025-05-30,2025-05-31,2025-06-04,s042,home & living,290.91,1.0,kumasi,3.0,Low quality. Would not recommend at all.,0.0,0,no complaint,standard,volta,4,1
O00219,2025-06-21,2025-06-22,2025-06-27,s043,toys,264.27,4.0,accra,4.0,Low quality. Would not recommend at all.,0.0,0,no complaint,pickup,ashanti,5,1
O00220,2025-06-07,2025-06-09,2025-06-18,s016,electronics,50.57,4.0,kumasi,1.0,Very disappointed. Not what was shown online.,-0.975,0,no complaint,standard,greater accra,9,1
O00221,2025-06-06,2025-06-06,2025-06-12,s026,health,224.22,4.0,lag,4.0,Low quality. Would not recommend at all.,0.0,0,no complaint,pickup,north central,6,1
O00222,2025-04-23,2025-04-27,2025-05-04,s026,groceries,475.16,3.0,lagos,3.0,Fake product and horrible packaging.,-0.75,0,no complaint,express,south west,7,1
O00223,2025-06-01,2025-06-03,2025-06-05,s047,electronics,25.28,4.0,kano,5.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,0,no complaint,standard,south east,2,1
O00224,2025-06-14,2025-06-18,2025-06-19,s014,home & living,424.74,3.0,Unspecified,4.0,Low quality. Would not recommend at all.,0.0,0,no complaint,express,volta,1,1
O00225,2025-04-19,2025-04-19,2025-04-26,s003,groceries,242.38,1.0,kumasi,4.0,"Met my expectations, nothing more.",0.5,0,no complaint,pickup,ashanti,7,1
O00226,2025-06-24,2025-06-25,2025-07-03,s016,health,252.79,3.0,lagos,3.0,"Delivery was average, product as expected.",-0.125,0,no complaint,express,ashanti,8,1
O00227,2025-04-15,2025-04-18,2025-04-20,s045,health,411.36,1.0,lagos,3.0,Terrible experience. Product was broken.,-0.7,0,no complaint,express,south east,2,1
O00228,2025-06-01,2025-06-05,2025-06-05,s006,electronics,299.21,3.0,kano,2.0,Excellent quality and affordable price. Highly recommend.,0.58,0,no complaint,pickup,north central,0,1
O00229,2025-05-16,2025-05-19,2025-05-26,s050,fashion,228.54,3.0,kumasi,4.0,Excellent quality and affordable price. Highly recommend.,0.58,0,no complaint,express,south east,7,1
O00230,2025-04-22,2025-04-26,2025-05-01,s018,groceries,323.09,1.0,kumasi,4.0,"Delivery was average, product as expected.",-0.125,0,no complaint,pickup,ashanti,5,1
O00231,2025-06-05,2025-06-05,2025-06-14,s049,fashion,490.48,2.0,accra,1.0,Item arrived in perfect condition and works well.,1.0,0,no complaint,pickup,ashanti,9,1
O00232,2025-06-22,2025-06-22,2025-06-28,s049,health,31.64,4.0,accra,4.0,"Just received it, will see how it performs over time.",0.0,0,no complaint,pickup,greater accra,6,1
O00233,2025-04-19,2025-04-23,2025-04-29,s049,fashion,241.87,3.0,kumas,3.0,Arrived late and the item looks used.,-0.3,0,no complaint,pickup,south west,6,1
O00234,2025-06-13,2025-06-15,2025-06-21,s010,toys,462.95,2.0,lagos,4.0,Arrived late and the item looks used.,-0.3,0,no complaint,pickup,greater accra,6,1
O00235,2025-04-24,2025-04-26,2025-04-27,s039,electronics,375.08,4.0,accra,4.0,"It's okay, not too bad but not amazing either.",-0.166666667,0,no complaint,express,south west,1,1
O00236,2025-05-01,2025-05-03,2025-05-04,s004,groceries,325.83,2.0,accra,5.0,Fake product and horrible packaging.,-0.75,0,no complaint,express,greater accra,1,1
O00237,2025-04-18,2025-04-21,2025-04-27,s005,home & living,269.83,2.0,kano,3.0,Very disappointed. Not what was shown online.,-0.975,0,no complaint,standard,north central,6,1
O00238,2025-04-19,2025-04-19,2025-04-20,s002,health,274.35,1.0,accra,4.0,No review,0.458333333,0,no complaint,express,south east,1,1
O00239,2025-04-20,2025-04-21,2025-04-27,s006,health,219.14,4.0,accra,4.0,"Met my expectations, nothing more.",0.5,0,no complaint,express,south east,6,1
O00240,2025-05-05,2025-05-09,2025-05-10,s017,home & living,495.27,3.0,kano,5.0,"Absolutely love this product, great value for money.",0.65,0,no complaint,pickup,ashanti,1,1
O00241,2025-05-25,2025-05-28,2025-05-28,s030,home & living,401.4,3.0,kumasi,3.0,Excellent quality and affordable price. Highly recommend.,0.58,0,no complaint,express,south east,0,1
O00242,2025-05-03,2025-05-06,2025-05-14,s014,fashion,245.14,1.0,accra,4.0,Terrible experience. Product was broken.,-0.7,0,no complaint,standard,north central,8,1
O00243,2025-04-24,2025-04-27,2025-05-01,s003,electronics,214.71,3.0,kano,4.0,"Delivery was average, product as expected.",-0.125,0,no complaint,express,south west,4,1
O00244,2025-06-11,2025-06-12,2025-06-15,s008,toys,11.64,1.0,kano,4.0,"It's okay, not too bad but not amazing either.",-0.166666667,0,no complaint,pickup,north central,3,1
O00245,2025-06-04,2025-06-04,2025-06-08,s021,groceries,298.66,4.0,lagos,5.0,"Delivery was average, product as expected.",-0.125,0,no complaint,standard,ashanti,4,1
O00246,2025-04-16,2025-04-16,2025-04-23,s027,electronics,219.61,1.0,kumasi,2.0,Packaging could be better but the item works fine.,0.458333333,0,no complaint,pickup,south east,7,1
O00247,2025-06-03,2025-06-05,2025-06-10,s050,electronics,401.01,1.0,kumasi,5.0,"It's okay, not too bad but not amazing either.",-0.166666667,0,no complaint,pickup,greater accra,5,1
O00248,2025-04-16,2025-04-18,2025-04-19,s044,health,443.26,4.0,accra,2.0,Excellent quality and affordable price. Highly recommend.,0.58,0,no complaint,pickup,south east,1,1
O00249,2025-04-11,2025-04-15,2025-04-20,s033,groceries,123.52,4.0,lagos,4.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,0,none,standard,greater accra,5,1
O00250,2025-06-19,2025-06-21,2025-06-22,s050,electronics,261.22,2.0,kano,3.0,Very disappointed. Not what was shown online.,-0.975,0,none,pickup,north central,1,1
O00251,2025-05-18,2025-05-20,2025-05-27,s024,electronics,28.0,2.0,kano,3.0,"Delivery was average, product as expected.",-0.125,0,none,pickup,volta,7,1
O00252,2025-05-21,2025-05-21,2025-05-29,s019,electronics,38.34,3.0,lagos,5.0,No review,-0.975,0,none,express,volta,8,1
O00253,2025-04-10,2025-04-12,2025-04-21,s045,electronics,497.5,1.0,kumasi,4.0,Very disappointed. Not what was shown online.,-0.975,0,none,pickup,south east,9,1
O00254,2025-05-20,2025-05-22,2025-05-24,s039,fashion,250.68,1.0,Unspecified,3.0,Very disappointed. Not what was shown online.,-0.975,0,none,pickup,ashanti,2,1
O00255,2025-06-04,2025-06-04,2025-06-12,s025,health,119.67,3.0,kumasi,5.0,Terrible experience. Product was broken.,-0.7,0,none,standard,volta,8,1
O00256,2025-05-02,2025-05-02,2025-05-09,s017,fashion,431.46,3.0,kumasi,3.0,"Absolutely love this product, great value for money.",0.65,0,no complaint,standard,south east,7,1
O00257,2025-05-07,2025-05-09,2025-05-17,s029,electronics,73.46,1.0,accra,5.0,Excellent quality and affordable price. Highly recommend.,0.58,0,no complaint,standard,ashanti,8,1
O00258,2025-06-13,2025-06-13,2025-06-17,s002,fashion,27.36,3.0,lag,4.0,Very disappointed. Not what was shown online.,-0.975,0,no complaint,standard,north central,4,1
O00259,2025-05-27,2025-05-29,2025-06-02,s035,electronics,147.88,4.0,kumasi,1.0,Terrible experience. Product was broken.,-0.7,0,no complaint,express,south west,4,1
O00260,2025-05-10,2025-05-14,2025-05-18,s016,toys,481.44,4.0,kumasi,5.0,Superb service and product. Will buy again.,1.0,0,no complaint,express,south west,4,1
O00261,2025-06-15,2025-06-19,2025-06-21,s005,electronics,40.14,1.0,lagos,5.0,Fake product and horrible packaging.,-0.75,0,no complaint,express,south west,2,1
O00262,2025-04-29,2025-05-01,2025-05-01,s002,groceries,180.43,2.0,kano,5.0,Arrived late and the item looks used.,-0.3,0,no complaint,pickup,south west,0,1
O00263,2025-05-29,2025-06-01,2025-06-01,s030,health,400.74,4.0,kano,2.0,"Absolutely love this product, great value for money.",0.65,0,none,express,volta,0,1
O00264,2025-05-25,2025-05-25,2025-05-29,s021,electronics,173.66,1.0,kumasi,4.0,Item arrived in perfect condition and works well.,1.0,0,no complaint,pickup,greater accra,4,1
O00265,2025-06-15,2025-06-18,2025-06-24,s038,toys,313.12,2.0,lagos,5.0,"Just received it, will see how it performs over time.",0.0,0,none,pickup,north central,6,1
O00266,2025-06-09,2025-06-11,2025-06-17,s005,toys,481.04,1.0,kumasi,1.0,Excellent quality and affordable price. Highly recommend.,0.58,0,no complaint,pickup,north central,6,1
O00267,2025-04-30,2025-05-01,2025-05-04,s047,groceries,122.03,3.0,lagos,4.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,0,no complaint,pickup,south east,3,1
O00268,2025-06-16,2025-06-17,2025-06-17,s050,electronics,380.75,4.0,lagos,4.0,Low quality. Would not recommend at all.,0.0,0,no complaint,standard,greater accra,0,1
O00269,2025-05-08,2025-05-11,2025-05-18,s020,health,66.76,2.0,kano,5.0,Excellent quality and affordable price. Highly recommend.,0.58,0,no complaint,pickup,greater accra,7,1
O00270,2025-06-10,2025-06-11,2025-06-19,s045,toys,72.94,3.0,kumasi,5.0,Packaging could be better but the item works fine.,0.458333333,0,no complaint,express,south east,8,1
O00271,2025-05-28,2025-06-01,2025-06-06,s026,electronics,177.52,4.0,kano,5.0,"It's okay, not too bad but not amazing either.",-0.166666667,0,no complaint,standard,south east,5,1
O00272,2025-05-01,2025-05-04,2025-05-04,s027,home & living,347.06,2.0,kano,4.0,Fake product and horrible packaging.,-0.75,0,no complaint,standard,greater accra,0,1
O00273,2025-06-20,2025-06-20,2025-06-25,s025,home & living,357.2,2.0,kumasi,4.0,Arrived late and the item looks used.,-0.3,0,no complaint,pickup,volta,5,1
O00274,2025-04-12,2025-04-16,2025-04-19,s005,health,32.41,2.0,lagos,4.0,"Delivery was average, product as expected.",-0.125,0,no complaint,express,south east,3,1
O00275,2025-04-25,2025-04-29,2025-04-29,s034,home & living,301.25,4.0,kumasi,3.0,Very disappointed. Not what was shown online.,-0.975,0,no complaint,express,greater accra,0,1
O00276,2025-04-19,2025-04-21,2025-04-30,s049,groceries,249.44,3.0,kumasi,1.0,"It's okay, not too bad but not amazing either.",-0.166666667,0,no complaint,standard,south west,9,1
O00277,2025-06-13,2025-06-13,2025-06-15,s031,home & living,239.58,4.0,lagos,4.0,"It's okay, not too bad but not amazing either.",-0.166666667,0,no complaint,pickup,south west,2,1
O00278,2025-04-11,2025-04-15,2025-04-18,s002,home & living,90.18,3.0,accra,5.0,Very disappointed. Not what was shown online.,-0.975,0,no complaint,pickup,south east,3,1
O00279,2025-05-24,2025-05-26,2025-05-28,s028,groceries,388.68,4.0,accra,5.0,Excellent quality and affordable price. Highly recommend.,0.58,0,no complaint,express,greater accra,2,1
O00280,2025-05-20,2025-05-24,2025-05-28,s021,groceries,84.02,4.0,accra,5.0,Very disappointed. Not what was shown online.,-0.975,0,no complaint,standard,ashanti,4,1
O00281,2025-04-15,2025-04-17,2025-04-25,s013,toys,430.11,4.0,kano,3.0,Fake product and horrible packaging.,-0.75,0,no complaint,standard,greater accra,8,1
O00282,2025-06-22,2025-06-25,2025-06-30,s008,groceries,162.86,2.0,kano,3.0,Arrived late and the item looks used.,-0.3,0,no complaint,pickup,ashanti,5,1
O00283,2025-04-20,2025-04-20,2025-04-28,s025,home & living,114.42,4.0,accra,4.0,Packaging could be better but the item works fine.,0.458333333,0,no complaint,express,south west,8,1
O00284,2025-06-22,2025-06-24,2025-07-01,s017,electronics,285.75,4.0,lagos,2.0,Very disappointed. Not what was shown online.,-0.975,0,no complaint,pickup,south west,7,1
O00285,2025-04-28,2025-04-30,2025-05-01,s017,electronics,54.67,4.0,kumasi,4.0,"Delivery was average, product as expected.",-0.125,0,no complaint,standard,north central,1,1
O00286,2025-05-18,2025-05-21,2025-05-25,s012,electronics,316.85,4.0,kumasi,5.0,"Delivery was average, product as expected.",-0.125,0,no complaint,express,volta,4,1
O00287,2025-06-03,2025-06-03,2025-06-09,s042,health,484.08,4.0,kano,2.0,"It's okay, not too bad but not amazing either.",-0.166666667,0,no complaint,express,volta,6,1
O00288,2025-06-19,2025-06-19,2025-06-24,s045,health,220.85,2.0,Unspecified,4.0,Item arrived in perfect condition and works well.,1.0,0,no complaint,standard,volta,5,1
O00289,2025-06-19,2025-06-21,2025-06-21,s024,fashion,141.81,4.0,kano,1.0,"Just received it, will see how it performs over time.",0.0,1,no complaint,standard,south east,0,1
O00290,2025-05-17,2025-05-19,2025-05-27,s006,electronics,202.32,2.0,lagos,5.0,Packaging could be better but the item works fine.,0.458333333,0,no complaint,express,south east,8,1
O00291,2025-05-30,2025-06-01,2025-06-06,s031,electronics,392.13,4.0,lagos,4.0,Item arrived in perfect condition and works well.,1.0,0,no complaint,express,south east,5,1
O00292,2025-05-05,2025-05-05,2025-05-10,s013,toys,81.5,4.0,lagos,4.0,"Met my expectations, nothing more.",0.5,0,no complaint,standard,south west,5,1
O00293,2025-05-23,2025-05-24,2025-05-24,s025,groceries,354.21,2.0,kano,4.0,"Met my expectations, nothing more.",0.5,0,no complaint,standard,greater accra,0,1
O00294,2025-05-31,2025-05-31,2025-06-03,s032,toys,53.05,1.0,lagos,3.0,"Absolutely love this product, great value for money.",0.65,0,no complaint,express,ashanti,3,1
O00295,2025-06-01,2025-06-02,2025-06-11,s020,electronics,167.83,2.0,lagos,5.0,"It's okay, not too bad but not amazing either.",-0.166666667,0,no complaint,express,south east,9,1
O00296,2025-06-01,2025-06-04,2025-06-04,s049,toys,108.07,3.0,kumasi,5.0,"Delivery was average, product as expected.",-0.125,0,no complaint,express,south west,0,1
O00297,2025-04-14,2025-04-14,2025-04-19,s002,electronics,70.87,3.0,kumas,4.0,Excellent quality and affordable price. Highly recommend.,0.58,0,no complaint,pickup,greater accra,5,1
O00298,2025-04-08,2025-04-09,2025-04-16,s041,groceries,310.34,1.0,kano,5.0,"Delivery was average, product as expected.",-0.125,0,no complaint,pickup,greater accra,7,1
O00299,2025-04-19,2025-04-21,2025-04-27,s005,fashion,316.4,4.0,lagos,4.0,Terrible experience. Product was broken.,-0.7,0,no complaint,pickup,north central,6,1
O00300,2025-05-28,2025-05-29,2025-06-03,s001,health,280.97,2.0,kano,4.0,Terrible experience. Product was broken.,-0.7,0,no complaint,standard,south west,5,1
O00301,2025-06-13,2025-06-16,2025-06-25,s020,health,325.35,1.0,accra,3.0,"Delivery was average, product as expected.",-0.125,0,no complaint,pickup,ashanti,9,1
O00302,2025-04-26,2025-04-29,2025-05-07,s037,groceries,365.17,4.0,kano,5.0,Arrived late and the item looks used.,-0.3,0,no complaint,standard,south west,8,1
O00303,2025-05-02,2025-05-05,2025-05-12,s020,electronics,117.41,3.0,kano,5.0,Fake product and horrible packaging.,-0.75,0,no complaint,express,south east,7,1
O00304,2025-06-14,2025-06-16,2025-06-17,s005,home & living,222.49,4.0,accra,1.0,Terrible experience. Product was broken.,-0.7,0,no complaint,express,volta,1,1
O00305,2025-04-24,2025-04-24,2025-04-26,s034,fashion,172.83,4.0,kano,1.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,0,no complaint,pickup,north central,2,1
O00306,2025-06-06,2025-06-06,2025-06-12,s009,home & living,118.07,2.0,kano,4.0,"Delivery was average, product as expected.",-0.125,0,no complaint,standard,north central,6,1
O00307,2025-05-12,2025-05-13,2025-05-20,s014,health,435.45,3.0,kumasi,3.0,Low quality. Would not recommend at all.,0.0,0,no complaint,express,south east,7,1
O00308,2025-05-03,2025-05-06,2025-05-13,s010,groceries,179.51,4.0,lagos,4.0,"Absolutely love this product, great value for money.",0.65,0,no complaint,pickup,ashanti,7,1
O00309,2025-04-28,2025-05-01,2025-05-10,s006,home & living,261.86,1.0,kumasi,4.0,Item arrived in perfect condition and works well.,1.0,0,no complaint,standard,south east,9,1
O00310,2025-05-15,2025-05-16,2025-05-19,s004,groceries,248.47,2.0,lagos,3.0,"Met my expectations, nothing more.",0.5,0,no complaint,pickup,ashanti,3,1
O00311,2025-05-27,2025-05-28,2025-06-02,s048,fashion,145.65,3.0,kano,3.0,"Delivery was average, product as expected.",-0.125,0,no complaint,express,south west,5,1
O00312,2025-04-18,2025-04-22,2025-04-22,s033,groceries,198.09,2.0,kano,2.0,"Delivery was average, product as expected.",-0.125,0,no complaint,pickup,south east,0,1
O00313,2025-05-05,2025-05-06,2025-05-07,s027,electronics,455.43,3.0,accra,2.0,Terrible experience. Product was broken.,-0.7,0,no complaint,standard,south east,1,1
O00314,2025-06-09,2025-06-12,2025-06-19,s048,home & living,251.22,2.0,lagos,4.0,Fake product and horrible packaging.,-0.75,0,no complaint,express,south east,7,1
O00315,2025-06-15,2025-06-15,2025-06-23,s014,toys,334.68,3.0,kano,5.0,Very disappointed. Not what was shown online.,-0.975,0,no complaint,express,north central,8,1
O00316,2025-04-25,2025-04-29,2025-04-29,s014,groceries,136.49,1.0,kumasi,4.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,0,no complaint,pickup,greater accra,0,1
O00317,2025-05-19,2025-05-21,2025-05-30,s047,groceries,74.13,1.0,kano,1.0,Packaging could be better but the item works fine.,0.458333333,0,no complaint,express,ashanti,9,1
O00318,2025-06-20,2025-06-23,2025-07-01,s048,fashion,264.69,2.0,lagos,3.0,Excellent quality and affordable price. Highly recommend.,0.58,0,no complaint,pickup,volta,8,1
O00319,2025-05-13,2025-05-16,2025-05-16,s009,toys,131.87,3.0,kumasi,3.0,Low quality. Would not recommend at all.,0.0,0,no complaint,pickup,greater accra,0,1
O00320,2025-04-17,2025-04-17,2025-04-21,s014,toys,186.03,4.0,kano,3.0,Packaging could be better but the item works fine.,0.458333333,0,no complaint,standard,south east,4,1
O00321,2025-05-13,2025-05-13,2025-05-20,s021,fashion,271.42,1.0,accra,5.0,Excellent quality and affordable price. Highly recommend.,0.58,0,no complaint,standard,south west,7,1
O00322,2025-04-14,2025-04-17,2025-04-20,s015,groceries,296.82,3.0,kano,3.0,"Just received it, will see how it performs over time.",0.0,0,no complaint,express,south west,3,1
O00323,2025-04-26,2025-04-30,2025-05-03,s001,toys,37.97,3.0,kano,1.0,"Delivery was average, product as expected.",-0.125,0,no complaint,pickup,north central,3,1
O00324,2025-06-18,2025-06-22,2025-06-26,s044,health,120.1,1.0,kumasi,2.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,0,no complaint,pickup,ashanti,4,1
O00325,2025-05-15,2025-05-19,2025-05-20,s034,fashion,347.22,4.0,kano,5.0,Superb service and product. Will buy again.,1.0,0,no complaint,standard,north central,1,1
O00326,2025-04-24,2025-04-24,2025-04-25,s027,toys,12.42,2.0,kumasi,5.0,Terrible experience. Product was broken.,-0.7,0,no complaint,express,volta,1,1
O00327,2025-04-27,2025-04-29,2025-04-30,s046,home & living,294.25,4.0,lagos,3.0,"It's okay, not too bad but not amazing either.",-0.166666667,0,no complaint,express,south west,1,1
O00328,2025-05-25,2025-05-29,2025-06-01,s037,fashion,270.8,3.0,kano,4.0,Terrible experience. Product was broken.,-0.7,0,no complaint,pickup,volta,3,1
O00329,2025-04-22,2025-04-23,2025-04-27,s012,home & living,108.91,3.0,kumasi,1.0,"Met my expectations, nothing more.",0.5,0,no complaint,standard,volta,4,1
O00330,2025-05-06,2025-05-07,2025-05-07,s021,toys,227.44,1.0,lagos,5.0,Item arrived in perfect condition and works well.,1.0,0,no complaint,pickup,north central,0,1
O00331,2025-05-16,2025-05-17,2025-05-18,s001,fashion,472.86,2.0,kano,4.0,Fake product and horrible packaging.,-0.75,0,no complaint,pickup,south west,1,1
O00332,2025-05-19,2025-05-19,2025-05-26,s047,toys,435.76,4.0,accra,4.0,"Met my expectations, nothing more.",0.5,0,no complaint,standard,volta,7,1
O00333,2025-06-20,2025-06-22,2025-06-26,s016,health,460.15,1.0,accra,4.0,Low quality. Would not recommend at all.,0.0,0,no complaint,express,greater accra,4,1
O00334,2025-06-17,2025-06-20,2025-06-21,s028,health,292.82,2.0,Unspecified,5.0,Item arrived in perfect condition and works well.,1.0,0,no complaint,express,south west,1,1
O00335,2025-04-27,2025-04-27,2025-05-05,s011,health,33.62,1.0,Unspecified,5.0,"Just received it, will see how it performs over time.",0.0,0,no complaint,express,ashanti,8,1
O00336,2025-05-19,2025-05-23,2025-05-31,s048,fashion,378.69,1.0,Unspecified,2.0,Packaging could be better but the item works fine.,0.458333333,0,no complaint,standard,ashanti,8,1
O00337,2025-06-09,2025-06-11,2025-06-16,s046,fashion,384.94,4.0,Unspecified,5.0,Fake product and horrible packaging.,-0.75,0,no complaint,pickup,volta,5,1
